n_fixed,fixed,n_fitted,max_error_pct,rms_error_pct,h_Q,h_u0,h_u1,a_d0,a_d1,h_d0,h_d1
5,c_u0+c_u1+a_d0+c_d0+c_d1,2,1.6008133151034443,1.1018375914646885,2.7617947854842946,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24520152259701913,2.6525975022153876,-0.6631493755538469
5,c_u0+c_u1+a_d1+c_d0+c_d1,2,2.8630139360756868,1.485378077500543,2.7943014588055592,2.90522583575971,-0.03157854169304032,0.2642789080122239,0.24395430601509957,2.6525975022153876,-0.6631493755538469
5,c_u0+a_d0+a_d1+c_d0+c_d1,2,2.8094547376645407,1.5065632155538966,2.791434421340041,2.90522583575971,-0.03159353897721977,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
5,c_u1+a_d0+a_d1+c_d0+c_d1,2,2.6893132008472653,1.3184143054451392,2.8025682772140867,2.9004106583599993,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
6,c_Q+c_u0+c_u1+a_d0+a_d1+c_d0,1,1.3802813144096149,0.8172548838403169,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6599984995762687
6,c_Q+c_u0+c_u1+a_d0+a_d1+c_d1,1,2.3727961603163594,1.222192735149417,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6563445905282617,-0.6631493755538469
6,c_Q+c_u0+c_u1+a_d0+c_d0+c_d1,1,2.1279129624732773,1.1518598235320943,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24496994411089754,2.6525975022153876,-0.6631493755538469
6,c_Q+c_u0+c_u1+a_d1+c_d0+c_d1,1,3.0015689314574434,1.5278059003004987,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2640655621067558,0.24395430601509957,2.6525975022153876,-0.6631493755538469
6,c_Q+c_u0+a_d0+a_d1+c_d0+c_d1,1,2.941633428004442,1.5341158641562918,2.7789116689875484,2.90522583575971,-0.031623285606628776,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
6,c_Q+c_u1+a_d0+a_d1+c_d0+c_d1,1,2.941633428004442,1.4204322759212555,2.7789116689875484,2.9015199894209927,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
6,c_u0+c_u1+a_d0+a_d1+c_d0+c_d1,1,2.804526260283957,1.5070052670898373,2.7918956760688602,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
7,c_Q+c_u0+c_u1+a_d0+a_d1+c_d0+c_d1,0,2.941633428004442,1.5387187063365917,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
